reportid,age,race,type,charge,year,sex
101008458,21,Hispanic/Latino,Misdemeanor,Possession,2010,Male
101008459,19,Hispanic/Latino,Misdemeanor,Possession,2010,Female
130126444,53,White,Misdemeanor,Possession,2013,Male
130200606,53,Hispanic/Latino,Misdemeanor,Possession,2013,Male
101008460,20,Hispanic/Latino,Misdemeanor,Possession,2010,Male
101008532,19,White,Misdemeanor,Possession,2010,Male
101008534,18,White,Misdemeanor,Possession,2010,Male
101008666,28,Hispanic/Latino,Misdemeanor,Possession,2010,Male
101008890,47,Hispanic/Latino,Misdemeanor,Possession,2010,Male
101009232,42,Other,Misdemeanor,Possession,2010,Male
101009493,18,White,Misdemeanor,Possession,2010,Female
101009845,40,Black,Misdemeanor,Possession,2010,Male
100112201,40,Hispanic/Latino,Misdemeanor,Possession,2010,Male
101009947,26,Hispanic/Latino,Misdemeanor,Possession,2010,Male
101010163,19,Hispanic/Latino,Misdemeanor,Possession,2010,Male
101010505,19,Hispanic/Latino,Misdemeanor,Possession,2010,Male
101010710,28,White,Misdemeanor,Possession,2010,Male
101010711,20,White,Misdemeanor,Possession,2010,Female
101010712,28,White,Misdemeanor,Possession,2010,Male
101012054,21,Black,Misdemeanor,Possession,2010,Male
101012056,18,White,Misdemeanor,Possession,2010,Male
101012316,25,Hispanic/Latino,Misdemeanor,Possession,2010,Male
130205804,58,Black,Misdemeanor,Possession,2013,Male
101012500,24,Black,Misdemeanor,Possession,2010,Male
101013118,22,White,Misdemeanor,Possession,2010,Male
101013285,22,White,Misdemeanor,Possession,2010,Male
101013286,19,Asian or Pacific Islander,Misdemeanor,Possession,2010,Male
101013474,19,White,Misdemeanor,Possession,2010,Female
101013509,31,Hispanic/Latino,Misdemeanor,Possession,2010,Male
101013541,26,Other,Misdemeanor,Possession,2010,Male
101013736,19,Other,Misdemeanor,Possession,2010,Male
101014009,43,White,Misdemeanor,Possession,2010,Male
101014265,19,Black,Misdemeanor,Possession,2010,Male
101014272,18,Black,Misdemeanor,Possession,2010,Male
101014765,20,Black,Misdemeanor,Possession,2010,Female
100112264,24,Black,Misdemeanor,Possession,2010,Female
101014783,32,Hispanic/Latino,Misdemeanor,Possession,2010,Female
101014784,23,Hispanic/Latino,Misdemeanor,Possession,2010,Male
101014860,19,Hispanic/Latino,Misdemeanor,Possession,2010,Male
100112276,26,Hispanic/Latino,Misdemeanor,Possession,2010,Male
101015857,21,Hispanic/Latino,Misdemeanor,Possession,2010,Male
100112293,22,Black,Misdemeanor,Possession,2010,Male
101015859,20,Hispanic/Latino,Misdemeanor,Possession,2010,Male
101016402,27,White,Misdemeanor,Possession,2010,Male
130208136,21,Hispanic/Latino,Misdemeanor,Possession,2013,Male
130208148,27,Hispanic/Latino,Misdemeanor,Possession,2013,Male
101016539,28,Other,Misdemeanor,Possession,2010,Male
101016540,20,Other,Misdemeanor,Possession,2010,Male
101016685,18,Hispanic/Latino,Misdemeanor,Possession,2010,Male
101016783,21,Hispanic/Latino,Misdemeanor,Possession,2010,Male
101016784,19,Black,Misdemeanor,Possession,2010,Male
100112310,39,Hispanic/Latino,Misdemeanor,Possession,2010,Male
101016843,20,Hispanic/Latino,Misdemeanor,Possession,2010,Male
101017403,22,Hispanic/Latino,Misdemeanor,Possession,2010,Male
101017803,19,Hispanic/Latino,Misdemeanor,Possession,2010,Male
101018742,19,Hispanic/Latino,Misdemeanor,Possession,2010,Male
101019158,18,Hispanic/Latino,Misdemeanor,Possession,2010,Male
101019318,18,Hispanic/Latino,Misdemeanor,Possession,2010,Male
130210145,52,Black,Misdemeanor,Possession,2013,Male
101019413,21,Other,Misdemeanor,Possession,2010,Male
130210354,23,Hispanic/Latino,Misdemeanor,Possession,2013,Male
101019456,18,Hispanic/Latino,Misdemeanor,Possession,2010,Male
101019460,32,Black,Misdemeanor,Possession,2010,Male
130210699,49,Hispanic/Latino,Misdemeanor,Possession,2013,Male
101019562,51,White,Misdemeanor,Possession,2010,Male
101020162,24,Black,Misdemeanor,Possession,2010,Male
101020531,28,Hispanic/Latino,Misdemeanor,Possession,2010,Male
101020644,49,White,Misdemeanor,Possession,2010,Female
101020645,19,White,Misdemeanor,Possession,2010,Male
101020876,27,Black,Misdemeanor,Possession,2010,Male
100112416,18,Black,Misdemeanor,Possession,2010,Male
101021641,21,Black,Misdemeanor,Possession,2010,Male
101100510,25,Hispanic/Latino,Misdemeanor,Possession,2010,Male
101100538,19,Hispanic/Latino,Misdemeanor,Possession,2010,Male
101100570,21,Hispanic/Latino,Misdemeanor,Possession,2010,Male
101100686,21,Hispanic/Latino,Misdemeanor,Possession,2010,Male
101100726,21,Hispanic/Latino,Misdemeanor,Possession,2010,Male
101100746,46,Hispanic/Latino,Misdemeanor,Possession,2010,Male
101100751,18,Hispanic/Latino,Misdemeanor,Possession,2010,Female
101100797,25,Hispanic/Latino,Misdemeanor,Possession,2010,Male
130212540,22,Hispanic/Latino,Misdemeanor,Possession,2013,Male
101100838,54,Black,Misdemeanor,Possession,2010,Male
101101010,25,Other,Misdemeanor,Possession,2010,Male
101101031,23,Black,Misdemeanor,Possession,2010,Female
101101033,21,Hispanic/Latino,Misdemeanor,Possession,2010,Male
101101070,18,Hispanic/Latino,Misdemeanor,Possession,2010,Male
101101110,34,Hispanic/Latino,Misdemeanor,Possession,2010,Male
101101130,18,Hispanic/Latino,Misdemeanor,Possession,2010,Female
101101133,28,Hispanic/Latino,Misdemeanor,Possession,2010,Male
101101249,20,Asian or Pacific Islander,Misdemeanor,Possession,2010,Male
101101270,56,Hispanic/Latino,Misdemeanor,Possession,2010,Male
101101275,21,Hispanic/Latino,Misdemeanor,Possession,2010,Male
101101277,21,Hispanic/Latino,Misdemeanor,Possession,2010,Female
101101280,41,Asian or Pacific Islander,Misdemeanor,Possession,2010,Male
101101309,24,White,Misdemeanor,Possession,2010,Female
101101380,21,Hispanic/Latino,Misdemeanor,Possession,2010,Male
101101412,20,Hispanic/Latino,Misdemeanor,Possession,2010,Male
101101438,21,Hispanic/Latino,Misdemeanor,Possession,2010,Male
130215845,22,Hispanic/Latino,Misdemeanor,Possession,2013,Female
101101451,38,Black,Misdemeanor,Possession,2010,Male
101101532,23,Hispanic/Latino,Misdemeanor,Possession,2010,Male
101101535,26,Hispanic/Latino,Misdemeanor,Possession,2010,Male
101101553,22,Hispanic/Latino,Misdemeanor,Possession,2010,Male
101104399,25,Hispanic/Latino,Misdemeanor,Possession,2010,Male
101104476,28,Hispanic/Latino,Misdemeanor,Possession,2010,Male
101104482,19,White,Misdemeanor,Possession,2010,Male
101104486,26,Hispanic/Latino,Misdemeanor,Possession,2010,Male
130217414,21,Black,Misdemeanor,Possession,2013,Male
130217767,31,Hispanic/Latino,Misdemeanor,Possession,2013,Female
101104704,20,Hispanic/Latino,Misdemeanor,Possession,2010,Male
101104873,29,Hispanic/Latino,Misdemeanor,Possession,2010,Male
101105014,18,Hispanic/Latino,Misdemeanor,Possession,2010,Male
101105068,20,Hispanic/Latino,Misdemeanor,Possession,2010,Male
101105371,18,Hispanic/Latino,Misdemeanor,Possession,2010,Male
101105373,38,Hispanic/Latino,Misdemeanor,Possession,2010,Male
101105658,18,White,Misdemeanor,Possession,2010,Male
101105698,32,Black,Misdemeanor,Possession,2010,Male
101105869,28,Hispanic/Latino,Misdemeanor,Possession,2010,Male
101105883,22,White,Misdemeanor,Possession,2010,Male
101105916,22,Hispanic/Latino,Misdemeanor,Possession,2010,Male
101106175,31,Hispanic/Latino,Misdemeanor,Possession,2010,Male
130221030,18,Other,Misdemeanor,Possession,2013,Male
101106933,48,Hispanic/Latino,Misdemeanor,Possession,2010,Male
130221177,37,White,Misdemeanor,Possession,2013,Male
101107082,27,Hispanic/Latino,Misdemeanor,Possession,2010,Male
101107833,25,Hispanic/Latino,Misdemeanor,Possession,2010,Male
101108406,19,Hispanic/Latino,Misdemeanor,Possession,2010,Male
101108432,18,Hispanic/Latino,Misdemeanor,Possession,2010,Male
101109407,19,Hispanic/Latino,Misdemeanor,Possession,2010,Male
101109462,20,White,Misdemeanor,Possession,2010,Male
101109797,53,Hispanic/Latino,Misdemeanor,Possession,2010,Female
101109798,19,Hispanic/Latino,Misdemeanor,Possession,2010,Male
101110040,18,Hispanic/Latino,Misdemeanor,Possession,2010,Male
101110464,25,Hispanic/Latino,Misdemeanor,Possession,2010,Male
101110802,26,Other,Misdemeanor,Possession,2010,Male
101111202,18,Hispanic/Latino,Misdemeanor,Possession,2010,Male
101111237,19,Asian or Pacific Islander,Misdemeanor,Possession,2010,Male
130300621,27,Black,Misdemeanor,Possession,2013,Male
130300668,19,Hispanic/Latino,Misdemeanor,Possession,2013,Male
130300692,54,Black,Misdemeanor,Possession,2013,Male
130301073,19,Hispanic/Latino,Misdemeanor,Possession,2013,Male
130301155,19,Black,Misdemeanor,Possession,2013,Male
101111551,21,Hispanic/Latino,Misdemeanor,Possession,2010,Male
130304604,33,Black,Misdemeanor,Possession,2013,Male
101111662,29,White,Misdemeanor,Possession,2010,Male
130306982,55,Black,Misdemeanor,Possession,2013,Male
130307440,22,Black,Misdemeanor,Possession,2013,Male
101111670,61,Hispanic/Latino,Misdemeanor,Possession,2010,Male
130307991,19,White,Misdemeanor,Possession,2013,Male
130308314,28,Hispanic/Latino,Misdemeanor,Possession,2013,Male
101111844,20,Hispanic/Latino,Misdemeanor,Possession,2010,Male
130308740,20,Hispanic/Latino,Misdemeanor,Possession,2013,Male
101111845,19,Hispanic/Latino,Misdemeanor,Possession,2010,Female
130308826,19,Hispanic/Latino,Misdemeanor,Possession,2013,Male
101111846,21,Other,Misdemeanor,Possession,2010,Male
130310123,21,Hispanic/Latino,Misdemeanor,Possession,2013,Female
130310553,27,Black,Misdemeanor,Possession,2013,Male
101111853,22,Hispanic/Latino,Misdemeanor,Possession,2010,Male
130310957,18,Hispanic/Latino,Misdemeanor,Possession,2013,Male
130311240,22,Black,Misdemeanor,Possession,2013,Male
130311287,34,Black,Misdemeanor,Possession,2013,Male
101112270,23,Hispanic/Latino,Misdemeanor,Possession,2010,Male
101112273,21,Hispanic/Latino,Misdemeanor,Possession,2010,Male
130312022,54,Black,Misdemeanor,Possession,2013,Male
101112283,44,Hispanic/Latino,Misdemeanor,Possession,2010,Male
101112285,46,Other,Misdemeanor,Possession,2010,Male
130312296,32,Black,Misdemeanor,Possession,2013,Female
101113055,22,Hispanic/Latino,Misdemeanor,Possession,2010,Male
101114049,19,Hispanic/Latino,Misdemeanor,Possession,2010,Male
130313808,21,Black,Misdemeanor,Possession,2013,Male
130314137,19,Black,Misdemeanor,Possession,2013,Male
101114052,21,Hispanic/Latino,Misdemeanor,Possession,2010,Male
101114543,44,Hispanic/Latino,Misdemeanor,Possession,2010,Male
101114817,21,Hispanic/Latino,Misdemeanor,Possession,2010,Male
101114828,36,Hispanic/Latino,Misdemeanor,Possession,2010,Male
101114830,19,Hispanic/Latino,Misdemeanor,Possession,2010,Male
101114958,37,Hispanic/Latino,Misdemeanor,Possession,2010,Male
101114960,27,Hispanic/Latino,Misdemeanor,Possession,2010,Male
130316171,22,Hispanic/Latino,Misdemeanor,Possession,2013,Male
101115017,51,White,Misdemeanor,Possession,2010,Male
101115023,19,Hispanic/Latino,Misdemeanor,Possession,2010,Male
101115262,21,Hispanic/Latino,Misdemeanor,Possession,2010,Male
130316340,21,Black,Infraction,Possession,2013,Male
101115263,19,Black,Misdemeanor,Possession,2010,Male
101115281,25,Hispanic/Latino,Misdemeanor,Possession,2010,Male
101115509,25,Hispanic/Latino,Misdemeanor,Possession,2010,Male
101116307,26,Hispanic/Latino,Misdemeanor,Possession,2010,Male
101116423,29,Hispanic/Latino,Misdemeanor,Possession,2010,Male
101116845,41,Hispanic/Latino,Misdemeanor,Possession,2010,Male
101117496,20,Hispanic/Latino,Misdemeanor,Possession,2010,Male
101117672,18,Hispanic/Latino,Misdemeanor,Possession,2010,Male
101117726,19,Hispanic/Latino,Misdemeanor,Possession,2010,Male
101117728,23,Hispanic/Latino,Misdemeanor,Possession,2010,Male
101117735,29,Hispanic/Latino,Misdemeanor,Possession,2010,Male
130322098,19,Hispanic/Latino,Misdemeanor,Possession,2013,Male
130322273,20,Black,Misdemeanor,Possession,2013,Male
101117785,44,White,Misdemeanor,Possession,2010,Male
101117931,27,Hispanic/Latino,Misdemeanor,Possession,2010,Male
101118606,23,Hispanic/Latino,Misdemeanor,Possession,2010,Male
100112550,24,Hispanic/Latino,Misdemeanor,Possession,2010,Male
101118924,36,White,Misdemeanor,Possession,2010,Male
101119260,40,White,Misdemeanor,Possession,2010,Male
130400510,27,Hispanic/Latino,Misdemeanor,Possession,2013,Male
130400767,18,Hispanic/Latino,Misdemeanor,Possession,2013,Male
130400843,18,Hispanic/Latino,Misdemeanor,Possession,2013,Male
130404013,42,Hispanic/Latino,Misdemeanor,Possession,2013,Male
101119493,54,Black,Misdemeanor,Possession,2010,Male
101119664,45,Other,Misdemeanor,Possession,2010,Male
101119731,25,Hispanic/Latino,Misdemeanor,Possession,2010,Male
101119733,21,Hispanic/Latino,Misdemeanor,Possession,2010,Male
130404559,19,Hispanic/Latino,Misdemeanor,Possession,2013,Male
101120350,21,Other,Misdemeanor,Possession,2010,Male
101120352,22,Hispanic/Latino,Misdemeanor,Possession,2010,Male
130405144,19,Hispanic/Latino,Misdemeanor,Possession,2013,Male
101120386,40,Hispanic/Latino,Misdemeanor,Possession,2010,Male
101120718,31,Hispanic/Latino,Misdemeanor,Possession,2010,Male
101120801,54,Black,Misdemeanor,Possession,2010,Male
101121019,24,Other,Misdemeanor,Possession,2010,Male
130405962,23,Hispanic/Latino,Misdemeanor,Possession,2013,Male
101121367,34,Hispanic/Latino,Misdemeanor,Possession,2010,Male
101121553,19,Hispanic/Latino,Misdemeanor,Possession,2010,Male
101121711,19,Hispanic/Latino,Misdemeanor,Possession,2010,Male
130407200,23,Hispanic/Latino,Misdemeanor,Possession,2013,Male
101121726,19,Hispanic/Latino,Misdemeanor,Possession,2010,Male
130407322,38,Hispanic/Latino,Misdemeanor,Possession,2013,Male
130407374,39,Hispanic/Latino,Misdemeanor,Possession,2013,Male
101122161,21,Hispanic/Latino,Misdemeanor,Possession,2010,Male
101122934,18,Hispanic/Latino,Misdemeanor,Possession,2010,Male
101123810,19,Hispanic/Latino,Misdemeanor,Possession,2010,Male
101124523,27,Hispanic/Latino,Misdemeanor,Possession,2010,Male
101124537,24,Hispanic/Latino,Misdemeanor,Possession,2010,Male
101200517,19,Black,Misdemeanor,Possession,2010,Male
101200729,37,Hispanic/Latino,Misdemeanor,Possession,2010,Male
101200781,22,Black,Misdemeanor,Possession,2010,Male
101200968,24,Hispanic/Latino,Misdemeanor,Possession,2010,Male
101201062,24,Black,Misdemeanor,Possession,2010,Male
101204409,21,Black,Misdemeanor,Possession,2010,Male
130409829,59,Hispanic/Latino,Misdemeanor,Possession,2013,Male
130410293,20,Hispanic/Latino,Misdemeanor,Possession,2013,Male
101204450,39,Black,Misdemeanor,Possession,2010,Male
101204628,52,Black,Misdemeanor,Possession,2010,Male
101204652,56,Black,Misdemeanor,Possession,2010,Female
101204839,20,Black,Misdemeanor,Possession,2010,Male
130410926,46,Hispanic/Latino,Misdemeanor,Possession,2013,Male
101204985,18,Black,Misdemeanor,Possession,2010,Male
101204999,21,Black,Misdemeanor,Possession,2010,Male
101205015,26,Hispanic/Latino,Misdemeanor,Possession,2010,Male
101205058,23,Black,Misdemeanor,Possession,2010,Male
101205062,20,Black,Misdemeanor,Possession,2010,Female
130411900,19,Hispanic/Latino,Misdemeanor,Possession,2013,Male
130411914,26,Hispanic/Latino,Misdemeanor,Possession,2013,Male
101205070,19,Hispanic/Latino,Misdemeanor,Possession,2010,Male
101205224,19,Black,Misdemeanor,Possession,2010,Male
101205225,18,Hispanic/Latino,Misdemeanor,Possession,2010,Male
101205316,23,Black,Misdemeanor,Possession,2010,Male
101205706,21,Black,Misdemeanor,Possession,2010,Male
101205907,30,Black,Misdemeanor,Possession,2010,Male
101205953,23,Black,Misdemeanor,Possession,2010,Male
101206003,20,Hispanic/Latino,Misdemeanor,Possession,2010,Male
101206270,44,Black,Misdemeanor,Possession,2010,Male
101206272,30,Black,Misdemeanor,Possession,2010,Male
101206323,46,Black,Misdemeanor,Possession,2010,Male
130414922,21,Hispanic/Latino,Misdemeanor,Possession,2013,Male
101206354,23,Black,Misdemeanor,Possession,2010,Male
101206360,33,Black,Misdemeanor,Possession,2010,Female
101206363,25,Black,Misdemeanor,Possession,2010,Female
101206418,36,Black,Misdemeanor,Possession,2010,Male
101206420,18,Black,Misdemeanor,Possession,2010,Male
101206603,51,Black,Misdemeanor,Possession,2010,Male
101206909,44,Black,Misdemeanor,Possession,2010,Male
130500593,18,Hispanic/Latino,Misdemeanor,Possession,2013,Male
130500712,22,Hispanic/Latino,Misdemeanor,Possession,2013,Female
130500792,21,Black,Misdemeanor,Possession,2013,Male
130500852,42,Hispanic/Latino,Misdemeanor,Possession,2013,Female
130500966,26,Black,Misdemeanor,Possession,2013,Male
130501418,38,Hispanic/Latino,Misdemeanor,Possession,2013,Female
101206988,31,Black,Misdemeanor,Possession,2010,Male
101207073,33,Black,Misdemeanor,Possession,2010,Male
130504293,31,White,Misdemeanor,Possession,2013,Male
101207111,25,Black,Misdemeanor,Possession,2010,Male
130505778,39,Hispanic/Latino,Misdemeanor,Possession,2013,Male
130505883,23,Hispanic/Latino,Misdemeanor,Possession,2013,Male
130505928,22,Hispanic/Latino,Misdemeanor,Possession,2013,Male
130507042,18,Hispanic/Latino,Misdemeanor,Possession,2013,Male
101207113,26,Black,Misdemeanor,Possession,2010,Male
101207214,34,Black,Misdemeanor,Possession,2010,Male
101207216,32,Black,Misdemeanor,Possession,2010,Male
130507805,22,White,Misdemeanor,Possession,2013,Female
130507875,22,Hispanic/Latino,Misdemeanor,Possession,2013,Male
101207424,19,Hispanic/Latino,Misdemeanor,Possession,2010,Male
101207579,21,Hispanic/Latino,Misdemeanor,Possession,2010,Male
101207592,45,Black,Misdemeanor,Possession,2010,Male
130508305,20,Hispanic/Latino,Misdemeanor,Possession,2013,Male
101207698,24,Hispanic/Latino,Misdemeanor,Possession,2010,Male
101207879,25,Black,Misdemeanor,Possession,2010,Male
130509073,70,White,Misdemeanor,Possession,2013,Male
101207907,67,Black,Misdemeanor,Possession,2010,Male
101207931,35,Black,Misdemeanor,Possession,2010,Male
101208107,22,Hispanic/Latino,Misdemeanor,Possession,2010,Male
130509722,43,Black,Misdemeanor,Possession,2013,Male
130509762,23,White,Misdemeanor,Possession,2013,Male
101208132,23,Hispanic/Latino,Misdemeanor,Possession,2010,Male
101208141,35,Black,Misdemeanor,Possession,2010,Male
101208190,21,Hispanic/Latino,Misdemeanor,Possession,2010,Male
101208191,19,Black,Misdemeanor,Possession,2010,Male
101208198,37,Black,Misdemeanor,Possession,2010,Male
130511316,31,Hispanic/Latino,Misdemeanor,Possession,2013,Male
101208263,21,Black,Misdemeanor,Possession,2010,Male
101208343,19,Black,Misdemeanor,Possession,2010,Male
101208463,30,Black,Misdemeanor,Possession,2010,Male
101208564,20,Hispanic/Latino,Misdemeanor,Possession,2010,Female
101208673,24,Black,Misdemeanor,Possession,2010,Male
101208677,22,Black,Misdemeanor,Possession,2010,Male
101208761,20,Black,Misdemeanor,Possession,2010,Male
130514041,57,White,Misdemeanor,Possession,2013,Male
101208762,20,Black,Misdemeanor,Possession,2010,Male
101208860,21,Black,Misdemeanor,Possession,2010,Male
101209050,19,Black,Misdemeanor,Possession,2010,Male
101209062,23,Black,Misdemeanor,Possession,2010,Male
101209097,22,Hispanic/Latino,Misdemeanor,Possession,2010,Male
101209129,24,Black,Misdemeanor,Possession,2010,Male
101209168,49,Black,Misdemeanor,Possession,2010,Male
101209214,41,Black,Misdemeanor,Possession,2010,Male
130516443,21,Black,Misdemeanor,Possession,2013,Male
101209224,41,Black,Misdemeanor,Possession,2010,Male
101209226,54,Black,Misdemeanor,Possession,2010,Male
101209309,35,Black,Misdemeanor,Possession,2010,Male
101209397,34,Black,Misdemeanor,Possession,2010,Male
101209518,22,Black,Misdemeanor,Possession,2010,Female
101209687,24,Hispanic/Latino,Misdemeanor,Possession,2010,Male
101209787,42,Black,Misdemeanor,Possession,2010,Male
130518312,31,Hispanic/Latino,Misdemeanor,Possession,2013,Male
101210172,32,Black,Misdemeanor,Possession,2010,Male
101210174,19,Hispanic/Latino,Misdemeanor,Possession,2010,Male
101210236,28,Black,Misdemeanor,Possession,2010,Female
101210423,25,Black,Misdemeanor,Possession,2010,Male
101210425,23,Black,Misdemeanor,Possession,2010,Male
101210513,21,Hispanic/Latino,Misdemeanor,Possession,2010,Male
101210829,26,Black,Misdemeanor,Possession,2010,Male
101210833,48,Black,Misdemeanor,Possession,2010,Male
101210909,26,Black,Misdemeanor,Possession,2010,Male
130600617,38,White,Misdemeanor,Possession,2013,Male
130600762,23,White,Misdemeanor,Possession,2013,Male
130601083,36,Black,Misdemeanor,Possession,2013,Male
101211011,24,Black,Misdemeanor,Possession,2010,Male
101211013,19,Hispanic/Latino,Misdemeanor,Possession,2010,Male
101211184,30,Black,Misdemeanor,Possession,2010,Male
101211372,21,Hispanic/Latino,Misdemeanor,Possession,2010,Male
101211498,20,Black,Misdemeanor,Possession,2010,Male
101211500,19,Black,Misdemeanor,Possession,2010,Male
130604320,20,Hispanic/Latino,Misdemeanor,Possession,2013,Male
101211534,21,Black,Misdemeanor,Possession,2010,Male
101211712,33,Black,Misdemeanor,Possession,2010,Female
101211956,23,Black,Misdemeanor,Possession,2010,Male
101211996,67,Black,Misdemeanor,Possession,2010,Male
101212014,18,Black,Misdemeanor,Possession,2010,Male
101212016,20,Black,Misdemeanor,Possession,2010,Male
101212020,21,Black,Misdemeanor,Possession,2010,Male
101212023,18,Black,Misdemeanor,Possession,2010,Male
130604817,22,Black,Misdemeanor,Possession,2013,Male
101212086,23,Black,Misdemeanor,Possession,2010,Male
101212142,22,Hispanic/Latino,Misdemeanor,Possession,2010,Male
101212560,40,Black,Misdemeanor,Possession,2010,Male
101212960,25,Black,Misdemeanor,Possession,2010,Male
101213013,41,Black,Misdemeanor,Possession,2010,Male
101213128,23,Black,Misdemeanor,Possession,2010,Male
101213129,24,Black,Misdemeanor,Possession,2010,Male
101213368,21,Hispanic/Latino,Misdemeanor,Possession,2010,Male
101213370,38,Black,Misdemeanor,Possession,2010,Male
101213538,24,Black,Misdemeanor,Possession,2010,Male
101213681,31,Black,Misdemeanor,Possession,2010,Male
101213689,27,Black,Misdemeanor,Possession,2010,Male
101214229,20,Black,Misdemeanor,Possession,2010,Male
101214298,27,Black,Misdemeanor,Possession,2010,Male
130605618,39,White,Misdemeanor,Possession,2013,Male
101214673,18,Hispanic/Latino,Misdemeanor,Possession,2010,Female
101214723,27,Black,Misdemeanor,Possession,2010,Female
130606036,24,White,Misdemeanor,Distribution/Selling/Transporting,2013,Male
130606041,20,Black,Misdemeanor,Possession,2013,Male
101214761,28,Black,Misdemeanor,Possession,2010,Male
101214767,21,Black,Misdemeanor,Possession,2010,Male
101214769,28,Black,Misdemeanor,Possession,2010,Male
101214862,27,Black,Misdemeanor,Possession,2010,Male
130606333,22,Black,Misdemeanor,Possession,2013,Male
101215226,47,Black,Misdemeanor,Possession,2010,Male
101215282,46,Black,Misdemeanor,Possession,2010,Male
101215444,35,Black,Misdemeanor,Possession,2010,Male
101215622,24,Hispanic/Latino,Misdemeanor,Possession,2010,Male
101215765,33,Black,Misdemeanor,Possession,2010,Male
101215800,38,Black,Misdemeanor,Possession,2010,Male
130607293,19,Black,Misdemeanor,Possession,2013,Male
130607381,23,White,Misdemeanor,Possession,2013,Female
101216519,26,Black,Misdemeanor,Possession,2010,Male
101216532,23,Black,Misdemeanor,Possession,2010,Male
101216682,30,Hispanic/Latino,Misdemeanor,Possession,2010,Male
101216727,18,Black,Misdemeanor,Possession,2010,Male
101216911,19,Black,Misdemeanor,Possession,2010,Male
101216950,21,Hispanic/Latino,Misdemeanor,Possession,2010,Male
101216957,23,Black,Misdemeanor,Possession,2010,Male
130607912,29,Hispanic/Latino,Misdemeanor,Possession,2013,Male
101217081,34,Black,Misdemeanor,Possession,2010,Male
101217262,29,Black,Misdemeanor,Possession,2010,Male
101217407,53,Black,Misdemeanor,Possession,2010,Male
101218005,19,Black,Misdemeanor,Possession,2010,Male
101218077,21,Black,Misdemeanor,Possession,2010,Male
101218608,28,Hispanic/Latino,Misdemeanor,Possession,2010,Male
101218930,46,Black,Misdemeanor,Possession,2010,Male
101219158,21,Black,Misdemeanor,Possession,2010,Male
130608581,29,Black,Misdemeanor,Possession,2013,Male
101219330,18,Hispanic/Latino,Misdemeanor,Possession,2010,Male
101219668,44,Black,Misdemeanor,Possession,2010,Male
101219671,31,Hispanic/Latino,Misdemeanor,Possession,2010,Male
101219672,24,Hispanic/Latino,Misdemeanor,Possession,2010,Male
101219674,35,Black,Misdemeanor,Possession,2010,Female
130608852,22,White,Misdemeanor,Possession,2013,Female
130608855,20,Hispanic/Latino,Misdemeanor,Possession,2013,Female
130608856,18,Hispanic/Latino,Misdemeanor,Possession,2013,Male
101219687,36,Hispanic/Latino,Misdemeanor,Possession,2010,Male
101219921,21,Black,Misdemeanor,Possession,2010,Male
101220034,30,Black,Misdemeanor,Possession,2010,Male
101220047,34,Black,Misdemeanor,Possession,2010,Male
101220184,46,Black,Misdemeanor,Possession,2010,Male
101220588,20,Black,Misdemeanor,Possession,2010,Male
101220595,22,Hispanic/Latino,Misdemeanor,Possession,2010,Male
101220815,19,Black,Misdemeanor,Possession,2010,Male
101220827,22,Black,Misdemeanor,Possession,2010,Male
101220841,35,Black,Misdemeanor,Possession,2010,Female
101220889,19,Black,Misdemeanor,Possession,2010,Male
101221014,22,Black,Misdemeanor,Possession,2010,Male
130609304,20,Hispanic/Latino,Misdemeanor,Possession,2013,Male
101221022,19,Black,Misdemeanor,Possession,2010,Male
101221024,23,Black,Misdemeanor,Possession,2010,Male
101221182,18,Hispanic/Latino,Misdemeanor,Possession,2010,Male
101221877,19,Hispanic/Latino,Misdemeanor,Possession,2010,Male
101221937,22,Hispanic/Latino,Misdemeanor,Possession,2010,Male
101221943,34,Black,Misdemeanor,Possession,2010,Male
101222012,18,Hispanic/Latino,Misdemeanor,Possession,2010,Male
101222279,20,Hispanic/Latino,Misdemeanor,Possession,2010,Male
101222345,18,Black,Misdemeanor,Possession,2010,Male
101222655,20,Black,Misdemeanor,Possession,2010,Male
101222920,18,Hispanic/Latino,Misdemeanor,Possession,2010,Male
101223017,48,Black,Misdemeanor,Possession,2010,Male
101223019,57,Black,Misdemeanor,Possession,2010,Male
101223103,24,Hispanic/Latino,Misdemeanor,Possession,2010,Male
101223286,24,Black,Misdemeanor,Possession,2010,Male
101223380,36,Black,Misdemeanor,Possession,2010,Male
101223601,37,Black,Misdemeanor,Possession,2010,Male
101223950,26,Hispanic/Latino,Misdemeanor,Possession,2010,Male
101223955,28,Black,Misdemeanor,Possession,2010,Male
101223970,28,Black,Misdemeanor,Possession,2010,Male
101224275,33,Black,Misdemeanor,Possession,2010,Male
101224400,33,Hispanic/Latino,Misdemeanor,Possession,2010,Male
101224453,24,Hispanic/Latino,Misdemeanor,Possession,2010,Male
101224720,20,Black,Misdemeanor,Possession,2010,Male
101224760,21,Black,Misdemeanor,Possession,2010,Male
101224924,27,Black,Misdemeanor,Possession,2010,Male
101224980,22,Black,Misdemeanor,Possession,2010,Male
101225004,21,Hispanic/Latino,Misdemeanor,Possession,2010,Male
101225022,27,Black,Misdemeanor,Possession,2010,Male
101225082,18,Black,Misdemeanor,Possession,2010,Male
101225360,19,Black,Misdemeanor,Possession,2010,Male
130611061,27,Black,Misdemeanor,Distribution/Selling/Transporting,2013,Male
